Timestamp,Trigger,Sensores_OK,TP9,FP1,FP2,TP10
1789859545.0079782,0,0,855.3897705078125,820.84521484375,815.9102783203125,824.1351318359375
1789859545.0187788,0,0,855.3897705078125,820.84521484375,815.9102783203125,824.1351318359375
1789859545.029682,0,0,855.3897705078125,820.84521484375,815.9102783203125,824.1351318359375
1789859545.0408497,0,0,855.3897705078125,820.84521484375,815.9102783203125,824.1351318359375
1789859545.0517044,0,0,847.1648559570312,819.2001953125,815.9102783203125,824.1351318359375
1789859545.0624037,0,0,847.1648559570312,819.2001953125,815.9102783203125,824.1351318359375
1789859545.0733025,0,0,847.1648559570312,819.2001953125,815.9102783203125,824.1351318359375
1789859545.0842965,0,0,857.0347290039062,820.84521484375,822.4901733398438,834.0050048828125
1789859545.0954223,0,0,865.2596435546875,810.9752807617188,829.070068359375,852.0997924804688
1789859545.1065757,0,0,857.0347290039062,810.9752807617188,830.715087890625,842.2299194335938
1789859545.1174245,0,0,857.0347290039062,810.9752807617188,830.715087890625,842.2299194335938
1789859545.1280332,0,0,857.0347290039062,810.9752807617188,830.715087890625,842.2299194335938
1789859545.1397784,0,0,857.0347290039062,810.9752807617188,830.715087890625,842.2299194335938
1789859545.1507025,0,0,857.0347290039062,810.9752807617188,830.715087890625,842.2299194335938
1789859545.1619718,0,0,857.0347290039062,810.9752807617188,830.715087890625,842.2299194335938
1789859545.1734478,0,0,857.0347290039062,810.9752807617188,830.715087890625,842.2299194335938
1789859545.1843698,0,0,857.0347290039062,810.9752807617188,830.715087890625,842.2299194335938
1789859545.19538,0,0,866.9046630859375,817.5552368164062,829.070068359375,847.1648559570312
1789859545.2059557,0,0,866.9046630859375,817.5552368164062,829.070068359375,847.1648559570312
1789859545.2169313,0,0,866.9046630859375,817.5552368164062,829.070068359375,847.1648559570312
1789859545.227653,0,0,866.9046630859375,817.5552368164062,829.070068359375,847.1648559570312
1789859545.2388084,0,0,845.5198974609375,812.6203002929688,837.2949829101562,837.2949829101562
1789859545.2501457,0,0,845.5198974609375,812.6203002929688,837.2949829101562,837.2949829101562
1789859545.2609,0,0,845.5198974609375,812.6203002929688,837.2949829101562,837.2949829101562
1789859545.2716494,0,0,845.5198974609375,812.6203002929688,837.2949829101562,837.2949829101562
1789859545.2828174,0,0,845.5198974609375,812.6203002929688,837.2949829101562,837.2949829101562
1789859545.293642,0,0,853.7448120117188,812.6203002929688,837.2949829101562,827.4251098632812
1789859545.304358,0,0,853.7448120117188,812.6203002929688,837.2949829101562,827.4251098632812
1789859545.3154724,0,0,853.7448120117188,812.6203002929688,837.2949829101562,827.4251098632812
1789859545.3261795,0,0,853.7448120117188,812.6203002929688,837.2949829101562,827.4251098632812
1789859545.3415775,0,0,858.6797485351562,812.6203002929688,837.2949829101562,845.5198974609375
1789859545.3532586,0,0,858.6797485351562,812.6203002929688,837.2949829101562,845.5198974609375
1789859545.3647766,0,0,858.6797485351562,812.6203002929688,837.2949829101562,845.5198974609375
1789859545.3761368,0,0,858.6797485351562,812.6203002929688,837.2949829101562,845.5198974609375
1789859545.3872871,0,0,858.6797485351562,812.6203002929688,837.2949829101562,845.5198974609375
1789859545.398428,0,0,860.32470703125,815.9102783203125,834.0050048828125,845.5198974609375
1789859545.4094179,0,0,852.0997924804688,815.9102783203125,837.2949829101562,838.9400024414062
1789859545.4205077,0,0,852.0997924804688,815.9102783203125,837.2949829101562,838.9400024414062
1789859545.4315147,0,0,852.0997924804688,815.9102783203125,837.2949829101562,838.9400024414062
1789859545.4429684,0,0,880.064453125,820.84521484375,830.715087890625,850.454833984375
1789859545.4542837,0,0,880.064453125,820.84521484375,830.715087890625,850.454833984375
1789859545.465578,0,0,880.064453125,820.84521484375,830.715087890625,850.454833984375
1789859545.477173,0,0,880.064453125,820.84521484375,830.715087890625,850.454833984375
1789859545.48853,0,0,870.194580078125,810.9752807617188,835.6500244140625,853.7448120117188
1789859545.4998183,0,0,868.5496215820312,810.9752807617188,838.9400024414062,850.454833984375
