Timestamp,Trigger,Sensores_OK,TP9,FP1,FP2,TP10
1789840274.4043105,0,1,855.3897705078125,776.4307250976562,764.9158325195312,847.1648559570312
1789840274.4153056,0,1,863.6146850585938,783.0106201171875,766.5608520507812,845.5198974609375
1789840274.4268303,0,1,865.2596435546875,784.6556396484375,773.1407470703125,858.6797485351562
1789840274.4382775,0,1,853.7448120117188,786.3005981445312,773.1407470703125,838.9400024414062
1789840274.4492588,0,1,853.7448120117188,786.3005981445312,773.1407470703125,838.9400024414062
1789840274.4607995,0,1,848.8098754882812,783.0106201171875,774.7857666015625,838.9400024414062
1789840274.471859,0,1,853.7448120117188,778.07568359375,778.07568359375,855.3897705078125
1789840274.4830704,0,1,853.7448120117188,778.07568359375,778.07568359375,855.3897705078125
1789840274.4937942,0,1,853.7448120117188,778.07568359375,778.07568359375,855.3897705078125
1789840274.504483,0,1,853.7448120117188,778.07568359375,778.07568359375,855.3897705078125
1789840274.5163229,0,1,830.715087890625,796.1704711914062,763.2708740234375,810.9752807617188
1789840274.5269642,0,1,840.5849609375,797.8154907226562,759.9808959960938,820.84521484375
1789840274.5379324,0,1,837.2949829101562,802.7504272460938,746.8211059570312,807.6853637695312
1789840274.5494034,0,1,857.0347290039062,804.3953857421875,746.8211059570312,819.2001953125
1789840274.5603666,0,1,857.0347290039062,804.3953857421875,746.8211059570312,819.2001953125
1789840274.5712793,0,1,857.0347290039062,804.3953857421875,746.8211059570312,819.2001953125
1789840274.5821486,0,1,845.5198974609375,799.46044921875,751.7560424804688,829.070068359375
1789840274.5934644,0,1,845.5198974609375,799.46044921875,751.7560424804688,829.070068359375
1789840274.6048765,0,1,845.5198974609375,799.46044921875,751.7560424804688,829.070068359375
1789840274.615778,0,1,845.5198974609375,799.46044921875,751.7560424804688,829.070068359375
1789840274.6267562,0,1,845.5198974609375,799.46044921875,751.7560424804688,829.070068359375
1789840274.6376584,0,1,852.0997924804688,791.2355346679688,759.9808959960938,838.9400024414062
1789840274.648934,0,1,852.0997924804688,791.2355346679688,759.9808959960938,838.9400024414062
1789840274.6599214,0,1,852.0997924804688,791.2355346679688,759.9808959960938,838.9400024414062
1789840274.670743,0,1,843.8749389648438,778.07568359375,758.3359375,827.4251098632812
1789840274.681821,0,1,850.454833984375,776.4307250976562,755.0459594726562,832.3600463867188
1789840274.692793,0,1,850.454833984375,776.4307250976562,755.0459594726562,832.3600463867188
1789840274.7040687,0,1,850.454833984375,776.4307250976562,755.0459594726562,832.3600463867188
1789840274.7151878,0,1,850.454833984375,776.4307250976562,755.0459594726562,832.3600463867188
1789840274.7264433,0,1,845.5198974609375,776.4307250976562,761.6259155273438,829.070068359375
1789840274.7378953,0,1,865.2596435546875,776.4307250976562,758.3359375,842.2299194335938
1789840274.7487595,0,1,865.2596435546875,776.4307250976562,758.3359375,842.2299194335938
1789840274.759626,0,1,845.5198974609375,773.1407470703125,766.5608520507812,824.1351318359375
1789840274.7705257,0,1,865.2596435546875,779.720703125,766.5608520507812,848.8098754882812
1789840274.781864,0,1,865.2596435546875,779.720703125,766.5608520507812,848.8098754882812
1789840274.792515,0,1,865.2596435546875,779.720703125,766.5608520507812,848.8098754882812
1789840274.8039052,0,1,865.2596435546875,779.720703125,766.5608520507812,848.8098754882812
1789840274.8151746,0,1,853.7448120117188,787.945556640625,766.5608520507812,819.2001953125
1789840274.82619,0,1,857.0347290039062,786.3005981445312,769.850830078125,840.5849609375
1789840274.8370311,0,1,857.0347290039062,786.3005981445312,769.850830078125,840.5849609375
1789840274.8481855,0,1,858.6797485351562,787.945556640625,773.1407470703125,845.5198974609375
